Unnamed: 0,Unnamed: 0.1,video,frame_count,width,height,question,answer,qid,type,bigCate
205,205,3754789709,398,320,240,how did the man at the back carry things,on his back,1,CH,39
209,209,2966811190,1048,500,375,how did the person in black gear up for the activity,wear helmet and safety pads,6,CH,68
227,227,7619429394,1283,640,360,how did the girl move the big horse around,use rope,0,CH,67
237,237,2624654090,1069,320,240,how did the man knew which key on the guitar to play,follow the screen,0,CH,65
248,248,4740033681,701,640,360,how does the boy in red drink the drinks,suck using straw,0,CH,68
249,249,3240787472,716,640,480,how does the baby touch the lady s hair,grab using hands,6,CH,38
253,253,9989968153,807,640,360,how did the lady get the dog to follow her,dog is trained,7,CH,71
255,255,3860597566,480,640,480,how did the man wearing green shirt record the man in black when he is ready to take the video,bend his legs slowly,9,CH,5
263,263,5362074546,531,640,480,how were the tracks on the snow created,snowmobile dig through,6,CH,40
287,287,5144319075,1198,568,320,how did the shirtless boy support the baby as the baby walked,hold baby s hands,6,CH,68
299,299,7980036093,796,640,360,how did the people see which notes they are stepping on,follow notes on computer,2,CH,55
319,319,2776753352,1104,500,375,how did the man in navy open the coconuts,use stick hit open,4,CH,52
335,335,4341718462,1183,320,240,how does the boy in yellow transport himself,cycle,4,CH,68
338,338,5192910012,810,640,480,how does the boy change the direction of the toy car at the start of the video,push the steering wheel,1,CH,68
340,340,2687160943,1565,320,240,how did the lady moved the girl away from the chair,pick the baby up,3,CH,55
342,342,4164158586,1078,480,360,how did the lady in white help the girl in green to reach a comfortable level to reach the cake,bend her down,9,CH,38
359,359,8267897544,930,640,360,how did the audience showed that they were enjoying the performance,keeps looking at the stage,2,CH,58
393,393,6557500121,750,640,360,how did the man in brown minimise obstructions to his movement of hand,roll up sleeves,4,CH,58
394,394,10206418696,950,640,480,how did the boy in blue leave the video frame,run off,8,CH,68
416,416,12603962103,528,640,360,how does the man in all black in front of the microphone move his musical instrument,shake with hands,8,CH,65
423,423,5561006511,530,640,360,how did the baby interacted with the purple toy,put in his mouth,1,CH,38
436,436,6133416273,1380,640,480,how did the lady in white guide the boy who to pass the letter to at the start of the video,point over,5,CH,68
452,452,6063052014,1057,272,480,how did the man make sure that the baby eats the food well and no food drips from the baby s mouth,uses the spoon to clean up,7,CH,38
470,470,5358657883,961,640,480,how does the man in white show affection towards the blonde girl,touch her face,3,CH,68
474,474,5253781594,1074,640,360,how did the man in blue digs something,squatting,4,CH,58
476,476,8854283528,806,640,360,how is the dog interacting with the toy,smelling it,1,CH,71
489,489,4256670872,2024,640,480,how does the two vehicles able to move together,rope attached to pull van,3,CH,52
500,500,2497715735,320,320,240,how did the ladies in yellow and purple kept their hair tidy,tie up,1,CH,58
503,503,4974173680,1517,640,360,how are the carriages linked,reverse,9,CH,37
521,521,13513780604,1226,640,360,how does the girl in white interact with the leash,play with leash,6,CH,68
525,525,6045074723,367,640,360,how are the two going around in this water ride,in a boat,11,CH,61
529,529,10793023296,1064,640,360,how does the boy in white signal the boy in spectacles to pass him the ball at the end,holds out his hanfs,8,CH,52
535,535,4988085277,782,640,360,how did the man release the snake,by opening his hands,6,CH,79
536,536,4734391811,974,640,360,how did the man try to comfort the baby,move baby s hands,5,CH,27
539,539,9861436503,1552,640,360,how did the dog drag the rocking chair,from its tail,7,CH,77
541,541,4569009647,2437,640,480,how does man in blue jacket emphasise his point while talking,gesture,0,CH,39
550,550,5296127747,630,640,480,how are the two poeple dancing together,holding each other,0,CH,58
557,557,7967750522,342,640,360,how did the man make sure he does not get too wet from running across the fountain,run after water fountain subsided,1,CH,58
564,564,5507320222,1214,640,360,how does the kitten in the kennel move at the start of the video,steps outside kennel slowly,4,CH,1
580,580,6692501229,1425,640,360,how did the man in blue make music with his instrument,hit hand on it,9,CH,77
586,586,10521491465,1735,640,360,how is the panda on the stonewall moving around,climb,8,CH,4
613,613,2962441847,524,640,480,how did the man with grey scarf stop the man in red from juggling the item,push him,1,CH,27
623,623,8069386251,1971,640,360,how did the lady in green ensure that the baby was with her in the video,hold baby with harness strap,9,CH,68
632,632,11585784946,1380,640,360,how did the lady in grey direct the dog on what it should do,hand gestures and pointing,2,CH,71
649,649,5484959983,1772,640,360,how does the boy in the green shirt get into the river,jump himself,1,CH,68
655,655,4573724995,2069,640,360,how does the man in white give certificates to the people standing,bow,3,CH,58
660,660,4040727856,2182,640,360,how did the people start the robot,press button,5,CH,64
666,666,2626670574,957,500,375,how do you know if the man likes playing with the toy,he keeps doing it,4,CH,64
679,679,3816401895,1875,640,360,how does the black dog interact with the brown dog when the brown dog has the toy,sniff and lick,1,CH,71
687,687,3550266372,774,640,480,how did the sofa end up moving nearing the end,man hit sofa with skateboard,9,CH,6
688,688,2458584542,1405,320,240,how did the woman show her affection to the baby at the end of the video,hug him,6,CH,27
705,705,4932338665,621,320,240,how are the dogs fighting each other,mounting each other,2,CH,71
709,709,12624072313,1279,640,360,how do the two people who passed the two ladies at the start of the video moving along,walk,6,CH,30
710,710,3552516882,412,480,640,how did the baby get support when he is unstable on walking,raises his 2 hands to balance,4,CH,27
714,714,2606751466,1435,320,240,how did the checkered shirt man get blood on his face,fighting with boxer,5,CH,58
741,741,7507407870,923,640,480,how did the man control the pony,with the leash,2,CH,67
744,744,3832090694,1215,640,480,how does the man stay balanced on the elephant,sit on chair,4,CH,63
750,750,3132282157,2384,640,360,how do the elephants interact with one another,push each other,4,CH,63
752,752,10830982353,553,640,1138,how did the man with white cap wipe the box clean,wipe with tissue,2,CH,77
779,779,8529576419,735,640,360,how did the girl in pink skirt get down the hill,walking backwards,1,CH,68
785,785,5852245290,855,640,480,how does the man ensure the child does not fall,put hand on baby,4,CH,38
803,803,4470914403,1402,480,640,how did the man make sure that the baby does not fall off his lap,hold baby in arms,1,CH,38
807,807,4164627367,398,640,480,how is the bicycle moving in the video,people pedalling,1,CH,68
813,813,7581699054,964,640,360,how did the pool noodle keep the kid stay on the surface,floating,1,CH,68
823,823,5890846203,805,480,640,how did the girl balance herself on the ride,hold onto the front of the ride,5,CH,64
826,826,3779800369,957,640,480,how does the lady get the vehicle to move at the start,push with legs,5,CH,40
830,830,2548607048,1939,500,375,how does the boy get down from the top decker in the middle of the video,flip over,2,CH,68
833,833,7453733688,792,640,360,how does the girl in pink play with the water in the middle,taps water with her leg,9,CH,68
843,843,5651632577,1452,640,358,how did the man ensured he is comfortable sitting on the horse,sit on sadle,8,CH,67
859,859,2622708989,675,640,480,how is the man trying to catch the dog,running behind,2,CH,71
861,861,13256002144,842,640,360,how are the people moving from places to places in the video,ski,5,CH,22
870,870,6876356006,615,640,360,how was the girl in black raised up in the air,lady in white pulling rope,4,CH,68
878,878,5630988927,2024,640,480,how is the baby moving himself at the start of the video,crawling,0,CH,68
890,890,11784274676,347,640,360,how did the boy in light green clean his hand at the end of the video,wipe off his hands,8,CH,68
895,895,4847938096,1095,640,360,how did the people go up the slope,by running up,7,CH,68
903,903,4747636840,480,640,480,how does the boy move around the playground,run,5,CH,52
904,904,7501179714,930,640,360,how is the girl kept safe from falling off the camel,ropes surrounding her,8,CH,60
905,905,4006742735,1350,640,480,how are the boy and the girl eating the ice cream,licking in turn,4,CH,68
908,908,13517963285,3548,640,480,how did the man on the left use body language to express what he wants to say,hand gestures,0,CH,62
909,909,3628237900,1206,640,480,how is the lioness moving away from the lion,walk,7,CH,57
912,912,12425016275,1434,640,1138,how does the man prevent the child from falling off his lap,hold with left hand,0,CH,68
951,951,5246766161,799,640,360,how does the girl feed the dog,use hand,6,CH,68
953,953,11261138255,873,640,1138,how did the girl support herself as she walked,hold roller,0,CH,23
955,955,2985381764,2258,500,375,how does the tall man in dark brown suits shows that he agrees with the man beside him in the middle,nod his head,8,CH,58
978,978,4655255240,916,640,360,how did the boy in black shirt come down to the ground after release his grips of the rock wall,the lady lowered him,3,CH,68
988,988,3094206231,355,640,360,how does the man keep his balance,move arms,2,CH,50
993,993,4981178326,300,640,480,how do the two ladies crossing the bridge exercise caution,hold the railing,5,CH,39
1022,1022,7622488810,1985,640,480,how did the grey cat show into the cage,jump,2,CH,1
1028,1028,2597573446,604,500,375,how did the man paddling move himself in the water,use paddle,11,CH,61
1029,1029,6514699133,975,640,360,how did the lady make sure that she does not fall when she adjusts her outerwear,hold onto man in orange,1,CH,52
1034,1034,2584589239,1558,500,281,how do the two ladies reach for the ground to sweep away the rubbish,bend over,5,CH,68
1039,1039,4341718462,1183,320,240,how did the boy in green hold onto the skateboard at the end,squat on the board,7,CH,68
1040,1040,6994382070,940,640,360,how did the lady in black try moving to the other end of the ropes,crawl,9,CH,58
1043,1043,4330113365,2697,360,480,how is the man in black rested as he plays the guitar,sitting on chair,10,CH,58
1047,1047,5312036289,2158,640,360,how did the lady in white bring the boy away from the green toy near the end,pick it up,8,CH,68
1056,1056,6844067748,1837,640,360,how did the baby reach the yellow pole,kept following the lady,7,CH,38
1057,1057,4338260909,528,640,480,how does the man drink from the glass,straw,7,CH,44
1062,1062,6181623242,993,640,426,how does the boy move the purple ballon when going down the stairs,holds onto it,8,CH,68
1066,1066,6447807673,900,640,360,how did the kid get his leg out at first,dig sand away,3,CH,68
1089,1089,2782675613,800,640,360,how does the man in the canoe move forwards seen near the end of the video,use paddles,1,CH,68
1099,1099,4694655544,1621,360,480,how did the lady in black amplify her voice,use microphone,6,CH,77
1107,1107,2509406389,2697,500,375,how is the cat drinking water,drinking from tap,2,CH,1
1129,1129,13416071294,431,640,480,how do the three ladies move their hands at the start of the video,put them up,6,CH,68
1130,1130,5277922081,1678,640,480,how did the man show affection towards the lady,put his arm behind her,9,CH,29
1133,1133,4112204909,315,640,480,how do the parked cars ensure they are not blocking the way,parked beside the way,2,CH,63
1137,1137,4953006058,1755,640,360,how do the performers project their voices,microphones,5,CH,65
1145,1145,8019816081,733,640,360,how did the girl with spectacles show her politeness while laughing,shade her teeth with hands,9,CH,71
1148,1148,5994972300,1399,640,360,how does the dog with black spots show that he wants to be patted,show belly,5,CH,71
1153,1153,2400074985,2280,320,240,how did the woman stop and try to balance herself,stop moving and stretch arms,10,CH,52
1164,1164,6565022935,1667,640,360,how did the boy hide himself when he is behind the chair,face the chair,9,CH,68
1176,1176,13945442936,950,640,360,how does the man record himself,set camera up,9,CH,77
1190,1190,3100579675,906,640,480,how do the men make sure that they synchronise the beats with one another,look at each other,7,CH,65
1197,1197,2975283781,1284,640,480,how did the man get the boy to focus at looking at the camera in the middle,point into the camera,4,CH,68
1200,1200,9234693804,946,640,1138,how does the man gives support to the baby,by his hands around baby s back,7,CH,77
1204,1204,8514010198,943,640,360,how did the dog show affection for each other while playing,wagging their tails,9,CH,71
1208,1208,8311980869,1621,568,320,how did the man in green moved the brown board,hold the sides,7,CH,68
1213,1213,2650000503,1550,640,480,how does the girl sit stably on the horse,on the saddle,1,CH,67
1217,1217,11061971625,960,640,1138,how does the child in red play with the toy ship,fiddle with it,7,CH,68
1228,1228,3255347533,1167,320,240,how did the lady in grey captured the moment,using phone,4,CH,77
1230,1230,2904483441,1601,640,480,how did the ladies direct the liquid and powder into the figure,use funnel,9,CH,11
1234,1234,6068292020,2697,640,480,how did everyone show that they were attentive to the guy reading,listen to the man with attention,0,CH,68
1240,1240,4442957886,834,640,480,how did the lady observe if the baby is liking the way of eating the bread as she eats with him,look at baby while eating,8,CH,38
1273,1273,5814217146,701,640,426,how did the girl in chequered dress stood up when she fell down in the middle,supporting the ground with right hand,6,CH,68
1279,1279,3430195244,594,640,480,how does the rat interact with the toy,bite it,5,CH,64
1280,1280,2698153481,374,500,283,how do the swans stay floated on the water,feathers,6,CH,9
1284,1284,5813640746,1017,640,480,how does the cat move its tail,left and right,8,CH,1
1313,1313,5768622177,547,272,480,how is the boy rested on the bicycle,sitting on bicycle seat,7,CH,50
1328,1328,6286588121,2697,640,362,how do the cats interact with one another,licking each other,0,CH,1
1331,1331,7121723227,420,640,360,how did the woman ensure she is comfortable,sit on couch,6,CH,27
1335,1335,6007749399,314,640,360,how are the ladies resting their back on the table,against each other,7,CH,77
1344,1344,3183067286,1090,640,480,how were the block letters arranged,love,1,CH,27
1347,1347,10041199716,1945,640,360,how is the girl eating the pudding,with a spoon,0,CH,68
1350,1350,4680621645,1589,640,480,how did the boy get down the stairs,crawl down backwards,4,CH,68
1369,1369,8529576419,735,640,360,how did most of the people get down the hill,rolling down,0,CH,68
1371,1371,5792723441,948,480,360,how are the two people ensuring that they can be heard by each other,microphone in between them,5,CH,68
1377,1377,3077362332,1914,640,480,how are the girls dancing in the start of the video,hand gesture,3,CH,58
1380,1380,6056582282,2674,640,480,how did the dog bring the toy to where it was sitting,with mouth,0,CH,71
1389,1389,11671714015,2624,640,1138,how does the man in blue assist the man in green,holding the rope,2,CH,58
1394,1394,6192440191,1108,360,480,how does the cat interact with the woman,moving around her shoulders,0,CH,1
1406,1406,3446339403,930,640,480,how did the lady in black showe that she was being serious,look constantly in one direction,0,CH,39
1408,1408,12681500005,597,640,360,how did the lady get the kid s attention near the end of the video,slide over the keys,3,CH,59
1409,1409,7398677644,1335,272,480,how did the man control the movement of the horse,using rope,2,CH,67
1419,1419,4343935954,1675,640,480,how does the boy in blue get down from the playground house at the start of the video,slide down,0,CH,68
1423,1423,3230918057,1975,640,480,how did the man make sure that he got the right beats as he plays the drum,look at other musician,5,CH,58
1432,1432,3213208382,626,640,480,how did the baby play outdoors,sled,1,CH,68
1446,1446,3497637415,891,640,480,how does the lady ensure the baby is securely held,hands support baby s bum and back,3,CH,38
1463,1463,8592396730,1027,640,1138,how did the boy s hands get dirty,eating,10,CH,77
1469,1469,4911424573,2576,640,480,how does the baby pick up the food in his bowl in the middle part of the video,with his hands,9,CH,25
1470,1470,4866672246,1260,640,480,how did the person avoid stepping on one of the white dogs,step over the dog,2,CH,71
1473,1473,3824553715,1085,640,480,how does the tallest lady help the lady in green to dance,moves her around,4,CH,58
1498,1498,10356090554,603,640,360,how did the brown striped shirt man get the boy s attention at the start of the video,pull boy s toy,6,CH,68
1511,1511,2593165277,2270,320,240,how is the baby rested on the floor,sititng,5,CH,38
1522,1522,2910384458,1078,500,375,how does the person in black canoe reruface after falling down the waterfall,spins his boat around,1,CH,61
1525,1525,8625477585,1112,640,360,how did one of the candles on the boy with grey stripes cake get extinguished at the end,boy blows out,7,CH,77
1547,1547,6296846645,1093,640,360,how did the boy get down from the first chair,jump off,5,CH,16
1549,1549,7771048766,665,272,480,how did the baby support himself as he sat on the stairs,hold the stairs,4,CH,16
1561,1561,5263195812,2335,640,360,how does the man in uniform make use of body language to convey what he says,uses hand gestures,6,CH,27
1573,1573,7509993932,518,640,362,how did the two girls in pink and grey react when they walked into the room,smiling,4,CH,68
1586,1586,9630710974,2129,640,360,how does the baby show he is upset in the middle,frown,8,CH,68
1596,1596,4911424573,2576,640,480,how does the baby use the fork,properly,7,CH,25
1621,1621,3667765413,1170,640,480,how did the man with colourful shirt caress the dog,rubbed its neck,2,CH,31
1625,1625,6045074723,367,640,360,how did the boy in grey ensure to be safe in the ride,holding on the side,10,CH,61
1636,1636,6971535794,1848,640,480,how did the boy in white water the flower,spray,7,CH,52
1638,1638,6262213455,1008,640,360,how does the girl use body language to convey what she wants to say,hand gesture,6,CH,68
1641,1641,3245229746,495,320,240,how did the first pengine get into the water,jump,2,CH,78
1646,1646,7533538186,1335,640,360,how did the man try to test if the toilet bowl is in working condition,try to flush it,4,CH,18
1652,1652,5827229664,2154,640,360,how is the lady addressing the audience,make eye contact,9,CH,27
1653,1653,6911674932,863,640,360,how did the train stayed on the table,train track,6,CH,77
1668,1668,5967694182,734,640,360,how did the lady in white make sure that the baby in white cap does not fall when playing in the water,hold baby,3,CH,68
1672,1672,3017678380,420,640,480,how is the man moving around in the room,walking,3,CH,77
1702,1702,5524574196,612,320,240,how did the lady in brown get the attention of the lady in pink at the beginning of the video,tap shoulder,2,CH,58
1703,1703,8109298005,2075,640,1138,how did the adult clean the baby s mouth at frame 1200,use scoop,7,CH,25
1723,1723,8952148051,1740,640,480,how is the boy interacting with the keyboard,pressing the keys,1,CH,59
1725,1725,5866354734,855,640,480,how did the girl in orange get the pregnant lady to jump with her,pull her dress,3,CH,68
1730,1730,5308844630,1755,640,360,how did the lady in purple signal to the dog for it to walk,pull the leash,4,CH,71
1732,1732,5317259686,620,640,360,how do we know its around christmas time,christmas tree decoration,5,CH,27
1743,1743,6141589438,2697,640,360,how does the woman teach the small girl to swim,hold her while she paddle,10,CH,68
1754,1754,11166208165,342,480,640,how did the lady play with the child,copy his facial expression,2,CH,68
1757,1757,8746217444,577,640,360,how do the two girls make themselves look alike,wear same clothes,0,CH,68
1781,1781,2889117240,2548,640,480,how does the man try to make the cat catch the camera cap,swing it around,8,CH,46
1783,1783,4825249972,926,640,360,how does the brown dog react after the cat paws at it,jump and bark,4,CH,27
1787,1787,2736819755,2288,320,240,how did the baby manage to fly,man carry by legs,5,CH,71
1794,1794,8850274965,5395,640,360,how does the girl sitting project her voice while talking,uses a microphone,5,CH,6
1802,1802,4555837160,1934,480,640,how does the audience show appreciation towards the end,clap,6,CH,65
1811,1811,2940555445,2235,500,375,how does the baby drink milk,suck on bottle,2,CH,38
1829,1829,7604112162,398,640,360,how was the dog s movement controlled,leash,5,CH,68
1835,1835,6263272608,930,640,360,how does the girl give the toy to the baby,with her hands,6,CH,16
1839,1839,7398677644,1335,272,480,how does the man signal the horse to move backwards in the middle of the video,with his legs,1,CH,67
1846,1846,8616556666,1367,640,360,how are the men trying to extinguish a fire,spray water into the house,6,CH,58
1865,1865,4794597968,1986,480,640,how does the child try to grab the attention of the cat,hit the sofa,5,CH,27
1869,1869,3054802852,1054,640,480,how did the man in black make music with the guitar,strumming,6,CH,65
1870,1870,3811600452,2158,320,240,how are the cats moving around in the box,moving all over the place,8,CH,1
1889,1889,3628142567,723,640,480,how was the kid with monkey bag playing with the boat,ringing the bell,1,CH,61
1898,1898,4650584618,540,640,480,how does the girl make the bike move,walking on the floor,2,CH,68
1924,1924,4571644750,1956,640,480,how does the boy in red move the vehicle around,pedaling,6,CH,68
1926,1926,5271062042,2697,640,480,how is the man in brown rested as he plays the guitar,sitting,0,CH,65
1931,1931,5901839398,1395,640,360,how did the lady in blue engage the baby in a game,throw ball,1,CH,68
1935,1935,11081680244,396,640,360,how is the boy in orange moving around the room,jump around,6,CH,68
1955,1955,9525696229,481,640,360,how did the girl moved herself nearer to the water,run,9,CH,68
1960,1960,4856339912,870,320,240,how did the boy in grey amplify his voice,microphone,1,CH,68
1974,1974,2715505162,2478,500,375,how does the chair gets rotated at good speed while swiveling,blue girl kicking,3,CH,68
2000,2000,8497600070,882,640,480,how are the children moving on the snowy fround,slide forward,0,CH,68
2001,2001,7118700191,1975,640,360,how did the baby move forward after walking near the green toy,crawl,0,CH,68
2007,2007,5596908548,2697,640,480,how did the man climb up,move to the left,4,CH,58
2011,2011,7701673270,851,640,480,how does the kid reaches the other end from the sofa,crawl,3,CH,38
2017,2017,3701610241,1168,640,480,how are the men controlling the plane,remote control,0,CH,13
2039,2039,2504514045,2422,480,272,how did the black cat leave the bed after standing on the bed frame for a few seconds,jump down,3,CH,71
2043,2043,9337790459,811,640,360,how did the boy in blue balance himself as he climbed out of the pool to the chair,takes support on the pool,10,CH,68
2050,2050,8586034772,1908,640,1138,how did the girl ensure that she does not stain her shirt,wear bib,6,CH,7
2052,2052,2755895908,2070,640,480,how does the purple balloon stay in the air,wind from machine,2,CH,68
2054,2054,7517856842,1003,640,360,how does the lady in grey control the movement of the dog with the leash,pull the leash towards her,4,CH,71
2062,2062,4640777780,2221,640,360,how was the ball being passed to the girl,thrown,7,CH,68
2066,2066,6907135798,835,320,240,how did the lady pose for the camera,wave,1,CH,50
2084,2084,8754368328,484,640,360,how does the girl in pink keep her camera,carry around neck,2,CH,77
2086,2086,4431340219,358,640,480,how are the two dogs playing with each other,chasing each other,7,CH,71
2097,2097,3278126113,685,640,480,how did the baby move to the lady in red,lady support baby,10,CH,38
2103,2103,3107947442,2328,320,240,how does the lady get the baby s attention in the middle of the video,open her arms,8,CH,77
2123,2123,10815616364,935,640,360,how do the two girls and the boy in cap identify themselves,wear namecards,1,CH,68
2125,2125,5554662027,1668,640,360,how does the standing man motivate the baby to move forwards near the end,put his hands out,11,CH,38
2129,2129,9935454173,1197,640,360,how are the dogs interacting with each other,play,0,CH,71
2148,2148,3298675598,1020,640,480,how do the first two peope passing the bug to one another,from hand to hand,5,CH,68
2152,2152,4755578412,945,320,568,how did the boy feed himself,hold waffle with hands,8,CH,77
2161,2161,4029304060,1661,640,480,how do the birds eat the food from the box,eat at the side,7,CH,33
2163,2163,9196346891,543,640,1138,how did the girl kept her hair tidy,use a hair band,4,CH,68
2169,2169,8376101750,656,640,360,how does the baby prevent food from staining his clothes,wear a bib,2,CH,65
2179,2179,6015710552,1508,640,360,how did the boy try to reach the black pouch on the table,stretching to reach it,2,CH,77
2189,2189,2955799879,2266,500,375,how does the lady play with the black kitten near the end,using her finger,6,CH,1
2213,2213,5608080109,1501,640,480,how did the boy supported himself as he stood up,use table,8,CH,77
2215,2215,2537654352,1221,320,240,how is the lady in grey moving the pram,skating with the pram,5,CH,7
2220,2220,3187386650,388,640,480,how did the lady move the bicycle,pedal,2,CH,50
2222,2222,5502438239,1428,640,360,how do the dogs hold the toy,bite,4,CH,71
2231,2231,2837340028,654,640,480,how did the lady in black transport the pram down the slope,pull it behind her,1,CH,7
2236,2236,2776803136,813,500,281,how did the boy support himself as he stood up,hold onto chair,6,CH,68
2244,2244,2410686513,2643,640,480,how does the outermost right guy with the guitar move with the guitar,move back and forth,6,CH,65
2245,2245,12931911814,1297,640,360,how does the baby show her resistance to being dressed at the start of the video,cries,9,CH,38
2246,2246,5573667855,662,640,362,how do the children play with the balls,throwing and catching,7,CH,38
2250,2250,4063621709,870,640,480,how did the lady in green make the baby clap,hold baby s hands,8,CH,77
2251,2251,3369571916,1970,640,360,how did the woman ensure the baby did not get food on his clothes,wear bib,1,CH,68
2260,2260,11841740245,420,320,240,how did the man fill the area with sand,digs out sand with his hands,4,CH,38
2280,2280,3215335316,2697,640,352,how do the dogs get to drink water in the video,water puddle on the side,7,CH,71
2283,2283,3972000643,1422,384,288,how did the men make work more productive,use two monitors,1,CH,62
2284,2284,5019522100,1251,640,360,how did the person play with the baby when he is resting in the cradle,tickled him,2,CH,38
2310,2310,8375283091,1689,640,360,how does the lady in purple prevent the boy from falling at the end,hold the boy,10,CH,68
2320,2320,5252056583,486,640,1138,how did the lady pulled the dogs back when they ran too far,pull the leash,8,CH,71
2329,2329,5950108376,2554,640,384,how are the lady and baby moving on the water,boat,2,CH,68
2345,2345,6102982194,1266,640,360,how did the people amplified their music,speaker and microphone,1,CH,77
2363,2363,6610987705,965,272,480,how does the boy shift the green toy to the side of the toy car,carry over his head,8,CH,64
2366,2366,6588839779,594,640,480,how did the man speaking show his passion for his speech,constant hand gesture,1,CH,58
2372,2372,6446785503,2616,640,360,how did the girl dissolve the thick color on her brush before painting,dip the brush into glass,2,CH,68
2377,2377,10192494165,700,640,360,how does the girl seated at the back occupy herself in the car,coloring book,9,CH,25
2393,2393,2643443060,459,640,480,how does the baby eat the pancake,using his hands,0,CH,38
2394,2394,2583111812,1917,640,480,how does the man show affection to the rabbit at the start of the video,hold it tightly,6,CH,42
2399,2399,2679578550,911,500,283,how did the boy pose at the start of the video,with his fingers behind the girl,9,CH,27
2400,2400,3811600452,2158,320,240,how are the cats kept comfortable as they stood in the box,blanket place in the box,3,CH,1
2406,2406,6790661424,478,640,1138,how does the baby put her legs on the car at the end,lift her legs,9,CH,68
2412,2412,3747276467,2697,640,480,how does the child communicate to the lady,by hand movements,3,CH,68
2436,2436,5700674176,492,640,480,how does the man in jacket support the woman at the end of the video,holds her,3,CH,68
2438,2438,8019106726,1573,640,1138,how is the dog being led,leash,0,CH,71
2448,2448,8815008213,545,640,1128,how does the girl in white move the bike after getting off it,push manually herself,5,CH,68
2467,2467,5320487115,1001,640,360,how did the man managed to see clearer,spectacle,3,CH,58
2482,2482,3269139059,2697,640,480,how did the man move the girl to the seat in front of the cake,lift the girl up,7,CH,77
2492,2492,5858839474,821,640,360,how did the boy in stripped open the book to see its contents,flip the pages,9,CH,27
2495,2495,7796070742,1441,640,362,how do the people remember what to say,read from script,6,CH,58
2503,2503,7354042444,2697,640,360,how did the boy on the bicycle ensured he does not injure his head,wear helmet,0,CH,68
2504,2504,5383130177,1130,640,362,how did the man support himself on the moving bus,holds the pole,10,CH,68
2526,2526,4330113365,2697,360,480,how did the man in yellow to produce a musical sound from his instrument,push instrument up and down,5,CH,58
2539,2539,3152504882,2403,640,360,how is the boy interacting with the phone after he walks to the television,stick it on tv,7,CH,68
2548,2548,4136860893,2697,640,480,how did the adult helped to clean the shirtless boy s ice cream,wipe it off using the finger,4,CH,68
2550,2550,5750799064,2392,640,480,how was the boy in green transported across the room,pushed by boy in red,8,CH,68
2574,2574,5379354799,1467,640,1138,how did the lady ensured the boy follows her,hold boy s hand,9,CH,38
2576,2576,7835628046,1773,640,360,how did the boy keep the toy trains close to him whereever he goes,dragged them on the floor,4,CH,77
2577,2577,3798468368,1030,320,240,how does the baby express his happiness after getting on the chair,turns and smiles,6,CH,62
2579,2579,2888597276,1422,640,480,how did the man avoid the person behind the camera to be shot on screen,hand cover face,5,CH,5
2588,2588,4821488995,1445,640,480,how is the baby held in place as he ate his food,baby chair,3,CH,38
2589,2589,13256002144,842,640,360,how did the people control their directions and movement,turn their bodies,2,CH,22
2605,2605,5264007854,577,640,360,how does the man in uniform move about on his chair,twirl,6,CH,77
